id_estavel;iri_slug;iri_individuo;classe_principal;rotulo_pt;issued_by;registered_by;holder;nationality;birth_place;birth_municipality_name;birth_ibge_code;birth_uf;foreign_birth_municipality_name;program;registration;signature;validation_code;transcript;academic_documentation;issue_date;status;version;identifier
diplomaLote059;diplomaLote059;rec:diplomaLote059;DiplomaDigital;Diploma 061;rec:iesEmissoraLote09;rec:iesRegistradoraLote03;rec:diplomadoLote059;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote059;rec:registroLote059;rec:assinaturaLote059;rec:codigoValidacaoLote059;rec:historicoLote059;rec:documentacaoAcademicaLote059;2026-08-07;vocab:Revogado;1.05;urn:fake:diploma:061
diplomaLote060;diplomaLote060;rec:diplomaLote060;DiplomaDigital;Diploma 062;rec:iesEmissoraLote10;rec:iesRegistradoraLote04;rec:diplomadoLote060;Brasileira;rec:localNaturalidadeBr2927408;Salvador;2927408;BA;;rec:cursoLote060;rec:registroLote060;rec:assinaturaLote060;rec:codigoValidacaoLote060;rec:historicoLote060;rec:documentacaoAcademicaLote060;2026-08-10;vocab:Anulado;1.05;urn:fake:diploma:062
diplomaLote061;diplomaLote061;rec:diplomaLote061;DiplomaDigital;Diploma 063;rec:iesEmissoraLote01;rec:iesRegistradoraLote05;rec:diplomadoLote061;Brasileira;rec:localNaturalidadeBr2408102;Natal;2408102;RN;;rec:cursoLote061;rec:registroLote061;rec:assinaturaLote061;rec:codigoValidacaoLote061;rec:historicoLote061;rec:documentacaoAcademicaLote061;2026-08-13;vocab:Ativo;1.05;urn:fake:diploma:063
diplomaLote062;diplomaLote062;rec:diplomaLote062;DiplomaDigital;Diploma 064;rec:iesEmissoraLote02;rec:iesRegistradoraLote06;rec:diplomadoLote062;Brasileira;rec:localNaturalidadeBr4106902;Curitiba;4106902;PR;;rec:cursoLote062;rec:registroLote062;rec:assinaturaLote062;rec:codigoValidacaoLote062;rec:historicoLote062;rec:documentacaoAcademicaLote062;2026-08-16;vocab:Ativo;1.05;urn:fake:diploma:064
diplomaLote063;diplomaLote063;rec:diplomaLote063;DiplomaDigital;Diploma 065;rec:iesEmissoraLote03;rec:iesRegistradoraLote07;rec:diplomadoLote063;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote063;rec:registroLote063;rec:assinaturaLote063;rec:codigoValidacaoLote063;rec:historicoLote063;rec:documentacaoAcademicaLote063;2026-08-19;vocab:Ativo;1.05;urn:fake:diploma:065
diplomaLote064;diplomaLote064;rec:diplomaLote064;DiplomaDigital;Diploma 066;rec:iesEmissoraLote04;rec:iesRegistradoraLote08;rec:diplomadoLote064;Brasileira;rec:localNaturalidadeBr1501402;Belém;1501402;PA;;rec:cursoLote064;rec:registroLote064;rec:assinaturaLote064;rec:codigoValidacaoLote064;rec:historicoLote064;rec:documentacaoAcademicaLote064;2026-08-22;vocab:Revogado;1.05;urn:fake:diploma:066
diplomaLote065;diplomaLote065;rec:diplomaLote065;DiplomaDigital;Diploma 067;rec:iesEmissoraLote05;rec:iesRegistradoraLote01;rec:diplomadoLote065;Angolana;rec:localNaturalidadeEstrangeiraLuanda;;;;Luanda;rec:cursoLote065;rec:registroLote065;rec:assinaturaLote065;rec:codigoValidacaoLote065;rec:historicoLote065;rec:documentacaoAcademicaLote065;2026-08-25;vocab:Anulado;1.05;urn:fake:diploma:067
diplomaLote066;diplomaLote066;rec:diplomaLote066;DiplomaDigital;Diploma 068;rec:iesEmissoraLote06;rec:iesRegistradoraLote02;rec:diplomadoLote066;Brasileira;rec:localNaturalidadeBr2211001;Teresina;2211001;PI;;rec:cursoLote066;rec:registroLote066;rec:assinaturaLote066;rec:codigoValidacaoLote066;rec:historicoLote066;rec:documentacaoAcademicaLote066;2026-08-28;vocab:Ativo;1.05;urn:fake:diploma:068
diplomaLote067;diplomaLote067;rec:diplomaLote067;DiplomaDigital;Diploma 069;rec:iesEmissoraLote07;rec:iesRegistradoraLote03;rec:diplomadoLote067;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote067;rec:registroLote067;rec:assinaturaLote067;rec:codigoValidacaoLote067;rec:historicoLote067;rec:documentacaoAcademicaLote067;2026-08-31;vocab:Ativo;1.05;urn:fake:diploma:069
diplomaLote068;diplomaLote068;rec:diplomaLote068;DiplomaDigital;Diploma 070;rec:iesEmissoraLote08;rec:iesRegistradoraLote04;rec:diplomadoLote068;Argentina;rec:localNaturalidadeEstrangeiraBuenosAires;;;;Buenos Aires;rec:cursoLote068;rec:registroLote068;rec:assinaturaLote068;rec:codigoValidacaoLote068;rec:historicoLote068;rec:documentacaoAcademicaLote068;2026-09-03;vocab:Ativo;1.05;urn:fake:diploma:070
diplomaLote069;diplomaLote069;rec:diplomaLote069;DiplomaDigital;Diploma 071;rec:iesEmissoraLote09;rec:iesRegistradoraLote05;rec:diplomadoLote069;Brasileira;rec:localNaturalidadeBr4314902;Porto Alegre;4314902;RS;;rec:cursoLote069;rec:registroLote069;rec:assinaturaLote069;rec:codigoValidacaoLote069;rec:historicoLote069;rec:documentacaoAcademicaLote069;2026-09-06;vocab:Revogado;1.05;urn:fake:diploma:071
diplomaLote070;diplomaLote070;rec:diplomaLote070;DiplomaDigital;Diploma 072;rec:iesEmissoraLote10;rec:iesRegistradoraLote06;rec:diplomadoLote070;Francesa;rec:localNaturalidadeEstrangeiraParis;;;;Paris;rec:cursoLote070;rec:registroLote070;rec:assinaturaLote070;rec:codigoValidacaoLote070;rec:historicoLote070;rec:documentacaoAcademicaLote070;2026-09-09;vocab:Anulado;1.05;urn:fake:diploma:072
diplomaLote071;diplomaLote071;rec:diplomaLote071;DiplomaDigital;Diploma 073;rec:iesEmissoraLote01;rec:iesRegistradoraLote07;rec:diplomadoLote071;Brasileira;rec:localNaturalidadeBr1501402;Belém;1501402;PA;;rec:cursoLote071;rec:registroLote071;rec:assinaturaLote071;rec:codigoValidacaoLote071;rec:historicoLote071;rec:documentacaoAcademicaLote071;2026-09-12;vocab:Ativo;1.05;urn:fake:diploma:073
diplomaLote072;diplomaLote072;rec:diplomaLote072;DiplomaDigital;Diploma 074;rec:iesEmissoraLote02;rec:iesRegistradoraLote08;rec:diplomadoLote072;Brasileira;rec:localNaturalidadeBr4314902;Porto Alegre;4314902;RS;;rec:cursoLote072;rec:registroLote072;rec:assinaturaLote072;rec:codigoValidacaoLote072;rec:historicoLote072;rec:documentacaoAcademicaLote072;2026-09-15;vocab:Ativo;1.05;urn:fake:diploma:074
diplomaLote073;diplomaLote073;rec:diplomaLote073;DiplomaDigital;Diploma 075;rec:iesEmissoraLote03;rec:iesRegistradoraLote01;rec:diplomadoLote073;Brasileira;rec:localNaturalidadeBr5300108;Brasília;5300108;DF;;rec:cursoLote073;rec:registroLote073;rec:assinaturaLote073;rec:codigoValidacaoLote073;rec:historicoLote073;rec:documentacaoAcademicaLote073;2026-09-18;vocab:Ativo;1.05;urn:fake:diploma:075
diplomaLote074;diplomaLote074;rec:diplomaLote074;DiplomaDigital;Diploma 076;rec:iesEmissoraLote04;rec:iesRegistradoraLote02;rec:diplomadoLote074;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote074;rec:registroLote074;rec:assinaturaLote074;rec:codigoValidacaoLote074;rec:historicoLote074;rec:documentacaoAcademicaLote074;2026-09-21;vocab:Revogado;1.05;urn:fake:diploma:076
diplomaLote075;diplomaLote075;rec:diplomaLote075;DiplomaDigital;Diploma 077;rec:iesEmissoraLote05;rec:iesRegistradoraLote03;rec:diplomadoLote075;Canadense;rec:localNaturalidadeEstrangeiraToronto;;;;Toronto;rec:cursoLote075;rec:registroLote075;rec:assinaturaLote075;rec:codigoValidacaoLote075;rec:historicoLote075;rec:documentacaoAcademicaLote075;2026-09-24;vocab:Anulado;1.05;urn:fake:diploma:077
diplomaLote076;diplomaLote076;rec:diplomaLote076;DiplomaDigital;Diploma 078;rec:iesEmissoraLote06;rec:iesRegistradoraLote04;rec:diplomadoLote076;Brasileira;rec:localNaturalidadeBr1100205;Porto Velho;1100205;RO;;rec:cursoLote076;rec:registroLote076;rec:assinaturaLote076;rec:codigoValidacaoLote076;rec:historicoLote076;rec:documentacaoAcademicaLote076;2026-09-27;vocab:Ativo;1.05;urn:fake:diploma:078
diplomaLote077;diplomaLote077;rec:diplomaLote077;DiplomaDigital;Diploma 079;rec:iesEmissoraLote07;rec:iesRegistradoraLote05;rec:diplomadoLote077;Brasileira;rec:localNaturalidadeBr5002704;Campo Grande;5002704;MS;;rec:cursoLote077;rec:registroLote077;rec:assinaturaLote077;rec:codigoValidacaoLote077;rec:historicoLote077;rec:documentacaoAcademicaLote077;2026-09-30;vocab:Ativo;1.05;urn:fake:diploma:079
diplomaLote078;diplomaLote078;rec:diplomaLote078;DiplomaDigital;Diploma 080;rec:iesEmissoraLote08;rec:iesRegistradoraLote06;rec:diplomadoLote078;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote078;rec:registroLote078;rec:assinaturaLote078;rec:codigoValidacaoLote078;rec:historicoLote078;rec:documentacaoAcademicaLote078;2026-10-03;vocab:Ativo;1.05;urn:fake:diploma:080
diplomaLote079;diplomaLote079;rec:diplomaLote079;DiplomaDigital;Diploma 081;rec:iesEmissoraLote09;rec:iesRegistradoraLote07;rec:diplomadoLote079;Brasileira;rec:localNaturalidadeBr1721000;Palmas;1721000;TO;;rec:cursoLote079;rec:registroLote079;rec:assinaturaLote079;rec:codigoValidacaoLote079;rec:historicoLote079;rec:documentacaoAcademicaLote079;2026-10-06;vocab:Revogado;1.05;urn:fake:diploma:081
diplomaLote080;diplomaLote080;rec:diplomaLote080;DiplomaDigital;Diploma 082;rec:iesEmissoraLote10;rec:iesRegistradoraLote08;rec:diplomadoLote080;Brasileira;rec:localNaturalidadeBr4314902;Porto Alegre;4314902;RS;;rec:cursoLote080;rec:registroLote080;rec:assinaturaLote080;rec:codigoValidacaoLote080;rec:historicoLote080;rec:documentacaoAcademicaLote080;2026-10-09;vocab:Anulado;1.05;urn:fake:diploma:082
diplomaLote081;diplomaLote081;rec:diplomaLote081;DiplomaDigital;Diploma 083;rec:iesEmissoraLote01;rec:iesRegistradoraLote01;rec:diplomadoLote081;Brasileira;rec:localNaturalidadeBr2408102;Natal;2408102;RN;;rec:cursoLote081;rec:registroLote081;rec:assinaturaLote081;rec:codigoValidacaoLote081;rec:historicoLote081;rec:documentacaoAcademicaLote081;2026-10-12;vocab:Ativo;1.05;urn:fake:diploma:083
diplomaLote082;diplomaLote082;rec:diplomaLote082;DiplomaDigital;Diploma 084;rec:iesEmissoraLote02;rec:iesRegistradoraLote02;rec:diplomadoLote082;Brasileira;rec:localNaturalidadeBr1302603;Manaus;1302603;AM;;rec:cursoLote082;rec:registroLote082;rec:assinaturaLote082;rec:codigoValidacaoLote082;rec:historicoLote082;rec:documentacaoAcademicaLote082;2026-10-15;vocab:Ativo;1.05;urn:fake:diploma:084
diplomaLote083;diplomaLote083;rec:diplomaLote083;DiplomaDigital;Diploma 085;rec:iesEmissoraLote03;rec:iesRegistradoraLote03;rec:diplomadoLote083;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote083;rec:registroLote083;rec:assinaturaLote083;rec:codigoValidacaoLote083;rec:historicoLote083;rec:documentacaoAcademicaLote083;2026-10-18;vocab:Ativo;1.05;urn:fake:diploma:085
diplomaLote084;diplomaLote084;rec:diplomaLote084;DiplomaDigital;Diploma 086;rec:iesEmissoraLote04;rec:iesRegistradoraLote04;rec:diplomadoLote084;Brasileira;rec:localNaturalidadeBr2211001;Teresina;2211001;PI;;rec:cursoLote084;rec:registroLote084;rec:assinaturaLote084;rec:codigoValidacaoLote084;rec:historicoLote084;rec:documentacaoAcademicaLote084;2026-10-21;vocab:Revogado;1.05;urn:fake:diploma:086
diplomaLote085;diplomaLote085;rec:diplomaLote085;DiplomaDigital;Diploma 087;rec:iesEmissoraLote05;rec:iesRegistradoraLote05;rec:diplomadoLote085;Brasileira;rec:localNaturalidadeBr5300108;Brasília;5300108;DF;;rec:cursoLote085;rec:registroLote085;rec:assinaturaLote085;rec:codigoValidacaoLote085;rec:historicoLote085;rec:documentacaoAcademicaLote085;2026-10-24;vocab:Anulado;1.05;urn:fake:diploma:087
diplomaLote086;diplomaLote086;rec:diplomaLote086;DiplomaDigital;Diploma 088;rec:iesEmissoraLote06;rec:iesRegistradoraLote06;rec:diplomadoLote086;Brasileira;rec:localNaturalidadeBr2211001;Teresina;2211001;PI;;rec:cursoLote086;rec:registroLote086;rec:assinaturaLote086;rec:codigoValidacaoLote086;rec:historicoLote086;rec:documentacaoAcademicaLote086;2026-10-27;vocab:Ativo;1.05;urn:fake:diploma:088
diplomaLote087;diplomaLote087;rec:diplomaLote087;DiplomaDigital;Diploma 089;rec:iesEmissoraLote07;rec:iesRegistradoraLote07;rec:diplomadoLote087;Brasileira;rec:localNaturalidadeBr1600303;Macapá;1600303;AP;;rec:cursoLote087;rec:registroLote087;rec:assinaturaLote087;rec:codigoValidacaoLote087;rec:historicoLote087;rec:documentacaoAcademicaLote087;2026-10-30;vocab:Ativo;1.05;urn:fake:diploma:089
diplomaLote088;diplomaLote088;rec:diplomaLote088;DiplomaDigital;Diploma 090;rec:iesEmissoraLote08;rec:iesRegistradoraLote08;rec:diplomadoLote088;Moçambicana;rec:localNaturalidadeEstrangeiraMaputo;;;;Maputo;rec:cursoLote088;rec:registroLote088;rec:assinaturaLote088;rec:codigoValidacaoLote088;rec:historicoLote088;rec:documentacaoAcademicaLote088;2026-11-02;vocab:Ativo;1.05;urn:fake:diploma:090
diplomaLote089;diplomaLote089;rec:diplomaLote089;DiplomaDigital;Diploma 091;rec:iesEmissoraLote09;rec:iesRegistradoraLote01;rec:diplomadoLote089;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote089;rec:registroLote089;rec:assinaturaLote089;rec:codigoValidacaoLote089;rec:historicoLote089;rec:documentacaoAcademicaLote089;2026-11-05;vocab:Revogado;1.05;urn:fake:diploma:091
diplomaLote090;diplomaLote090;rec:diplomaLote090;DiplomaDigital;Diploma 092;rec:iesEmissoraLote10;rec:iesRegistradoraLote02;rec:diplomadoLote090;Brasileira;rec:localNaturalidadeBr3204807;São José do Calçado;3204807;ES;;rec:cursoLote090;rec:registroLote090;rec:assinaturaLote090;rec:codigoValidacaoLote090;rec:historicoLote090;rec:documentacaoAcademicaLote090;2026-11-08;vocab:Anulado;1.05;urn:fake:diploma:092
diplomaLote091;diplomaLote091;rec:diplomaLote091;DiplomaDigital;Diploma 093;rec:iesEmissoraLote01;rec:iesRegistradoraLote03;rec:diplomadoLote091;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote091;rec:registroLote091;rec:assinaturaLote091;rec:codigoValidacaoLote091;rec:historicoLote091;rec:documentacaoAcademicaLote091;2026-11-11;vocab:Ativo;1.05;urn:fake:diploma:093
diplomaLote092;diplomaLote092;rec:diplomaLote092;DiplomaDigital;Diploma 094;rec:iesEmissoraLote02;rec:iesRegistradoraLote04;rec:diplomadoLote092;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote092;rec:registroLote092;rec:assinaturaLote092;rec:codigoValidacaoLote092;rec:historicoLote092;rec:documentacaoAcademicaLote092;2026-11-14;vocab:Ativo;1.05;urn:fake:diploma:094
diplomaLote093;diplomaLote093;rec:diplomaLote093;DiplomaDigital;Diploma 095;rec:iesEmissoraLote03;rec:iesRegistradoraLote05;rec:diplomadoLote093;Brasileira;rec:localNaturalidadeBr4314902;Porto Alegre;4314902;RS;;rec:cursoLote093;rec:registroLote093;rec:assinaturaLote093;rec:codigoValidacaoLote093;rec:historicoLote093;rec:documentacaoAcademicaLote093;2026-11-17;vocab:Ativo;1.05;urn:fake:diploma:095
diplomaLote094;diplomaLote094;rec:diplomaLote094;DiplomaDigital;Diploma 096;rec:iesEmissoraLote04;rec:iesRegistradoraLote06;rec:diplomadoLote094;Alemã;rec:localNaturalidadeEstrangeiraBerlim;;;;Berlim;rec:cursoLote094;rec:registroLote094;rec:assinaturaLote094;rec:codigoValidacaoLote094;rec:historicoLote094;rec:documentacaoAcademicaLote094;2026-11-20;vocab:Revogado;1.05;urn:fake:diploma:096
diplomaLote095;diplomaLote095;rec:diplomaLote095;DiplomaDigital;Diploma 097;rec:iesEmissoraLote05;rec:iesRegistradoraLote07;rec:diplomadoLote095;Brasileira;rec:localNaturalidadeBr1302603;Manaus;1302603;AM;;rec:cursoLote095;rec:registroLote095;rec:assinaturaLote095;rec:codigoValidacaoLote095;rec:historicoLote095;rec:documentacaoAcademicaLote095;2026-11-23;vocab:Anulado;1.05;urn:fake:diploma:097
diplomaLote096;diplomaLote096;rec:diplomaLote096;DiplomaDigital;Diploma 098;rec:iesEmissoraLote06;rec:iesRegistradoraLote08;rec:diplomadoLote096;Brasileira;rec:localNaturalidadeBr5103403;Cuiabá;5103403;MT;;rec:cursoLote096;rec:registroLote096;rec:assinaturaLote096;rec:codigoValidacaoLote096;rec:historicoLote096;rec:documentacaoAcademicaLote096;2026-11-26;vocab:Ativo;1.05;urn:fake:diploma:098
diplomaLote097;diplomaLote097;rec:diplomaLote097;DiplomaDigital;Diploma 099;rec:iesEmissoraLote07;rec:iesRegistradoraLote01;rec:diplomadoLote097;Brasileira;rec:localNaturalidadeBr2304400;Fortaleza;2304400;CE;;rec:cursoLote097;rec:registroLote097;rec:assinaturaLote097;rec:codigoValidacaoLote097;rec:historicoLote097;rec:documentacaoAcademicaLote097;2026-11-29;vocab:Ativo;1.05;urn:fake:diploma:099
diplomaLote098;diplomaLote098;rec:diplomaLote098;DiplomaDigital;Diploma 100;rec:iesEmissoraLote08;rec:iesRegistradoraLote02;rec:diplomadoLote098;Brasileira;rec:localNaturalidadeBr3304557;Rio de Janeiro;3304557;RJ;;rec:cursoLote098;rec:registroLote098;rec:assinaturaLote098;rec:codigoValidacaoLote098;rec:historicoLote098;rec:documentacaoAcademicaLote098;2026-12-02;vocab:Ativo;1.05;urn:fake:diploma:100
diplomaLote099;diplomaLote099;rec:diplomaLote099;DiplomaDigital;Diploma 101;rec:iesEmissoraLote09;rec:iesRegistradoraLote03;rec:diplomadoLote099;Brasileira;rec:localNaturalidadeBr4205407;Florianópolis;4205407;SC;;rec:cursoLote099;rec:registroLote099;rec:assinaturaLote099;rec:codigoValidacaoLote099;rec:historicoLote099;rec:documentacaoAcademicaLote099;2026-12-05;vocab:Revogado;1.05;urn:fake:diploma:101
diplomaLote100;diplomaLote100;rec:diplomaLote100;DiplomaDigital;Diploma 102;rec:iesEmissoraLote10;rec:iesRegistradoraLote04;rec:diplomadoLote100;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote100;rec:registroLote100;rec:assinaturaLote100;rec:codigoValidacaoLote100;rec:historicoLote100;rec:documentacaoAcademicaLote100;2026-12-08;vocab:Anulado;1.05;urn:fake:diploma:102
diplomaLote101;diplomaLote101;rec:diplomaLote101;DiplomaDigital;Diploma 103;rec:iesEmissoraLote01;rec:iesRegistradoraLote05;rec:diplomadoLote101;Brasileira;rec:localNaturalidadeBr3204807;São José do Calçado;3204807;ES;;rec:cursoLote101;rec:registroLote101;rec:assinaturaLote101;rec:codigoValidacaoLote101;rec:historicoLote101;rec:documentacaoAcademicaLote101;2026-12-11;vocab:Ativo;1.05;urn:fake:diploma:103
diplomaLote102;diplomaLote102;rec:diplomaLote102;DiplomaDigital;Diploma 104;rec:iesEmissoraLote02;rec:iesRegistradoraLote06;rec:diplomadoLote102;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote102;rec:registroLote102;rec:assinaturaLote102;rec:codigoValidacaoLote102;rec:historicoLote102;rec:documentacaoAcademicaLote102;2026-12-14;vocab:Ativo;1.05;urn:fake:diploma:104
diplomaLote103;diplomaLote103;rec:diplomaLote103;DiplomaDigital;Diploma 105;rec:iesEmissoraLote03;rec:iesRegistradoraLote07;rec:diplomadoLote103;Brasileira;rec:localNaturalidadeBr2927408;Salvador;2927408;BA;;rec:cursoLote103;rec:registroLote103;rec:assinaturaLote103;rec:codigoValidacaoLote103;rec:historicoLote103;rec:documentacaoAcademicaLote103;2026-12-17;vocab:Ativo;1.05;urn:fake:diploma:105
diplomaLote104;diplomaLote104;rec:diplomaLote104;DiplomaDigital;Diploma 106;rec:iesEmissoraLote04;rec:iesRegistradoraLote08;rec:diplomadoLote104;Brasileira;rec:localNaturalidadeBr5208707;Goiânia;5208707;GO;;rec:cursoLote104;rec:registroLote104;rec:assinaturaLote104;rec:codigoValidacaoLote104;rec:historicoLote104;rec:documentacaoAcademicaLote104;2026-12-20;vocab:Revogado;1.05;urn:fake:diploma:106
diplomaLote105;diplomaLote105;rec:diplomaLote105;DiplomaDigital;Diploma 107;rec:iesEmissoraLote05;rec:iesRegistradoraLote01;rec:diplomadoLote105;Brasileira;rec:localNaturalidadeBr2927408;Salvador;2927408;BA;;rec:cursoLote105;rec:registroLote105;rec:assinaturaLote105;rec:codigoValidacaoLote105;rec:historicoLote105;rec:documentacaoAcademicaLote105;2026-12-23;vocab:Anulado;1.05;urn:fake:diploma:107
diplomaLote106;diplomaLote106;rec:diplomaLote106;DiplomaDigital;Diploma 108;rec:iesEmissoraLote06;rec:iesRegistradoraLote02;rec:diplomadoLote106;Brasileira;rec:localNaturalidadeBr2611606;Recife;2611606;PE;;rec:cursoLote106;rec:registroLote106;rec:assinaturaLote106;rec:codigoValidacaoLote106;rec:historicoLote106;rec:documentacaoAcademicaLote106;2026-12-26;vocab:Ativo;1.05;urn:fake:diploma:108
diplomaLote107;diplomaLote107;rec:diplomaLote107;DiplomaDigital;Diploma 109;rec:iesEmissoraLote07;rec:iesRegistradoraLote03;rec:diplomadoLote107;Brasileira;rec:localNaturalidadeBr4205407;Florianópolis;4205407;SC;;rec:cursoLote107;rec:registroLote107;rec:assinaturaLote107;rec:codigoValidacaoLote107;rec:historicoLote107;rec:documentacaoAcademicaLote107;2026-12-29;vocab:Ativo;1.05;urn:fake:diploma:109
diplomaLote108;diplomaLote108;rec:diplomaLote108;DiplomaDigital;Diploma 110;rec:iesEmissoraLote08;rec:iesRegistradoraLote04;rec:diplomadoLote108;Brasileira;rec:localNaturalidadeBr2927408;Salvador;2927408;BA;;rec:cursoLote108;rec:registroLote108;rec:assinaturaLote108;rec:codigoValidacaoLote108;rec:historicoLote108;rec:documentacaoAcademicaLote108;2027-01-01;vocab:Ativo;1.05;urn:fake:diploma:110
diplomaLote109;diplomaLote109;rec:diplomaLote109;DiplomaDigital;Diploma 111;rec:iesEmissoraLote09;rec:iesRegistradoraLote05;rec:diplomadoLote109;Brasileira;rec:localNaturalidadeBr1100205;Porto Velho;1100205;RO;;rec:cursoLote109;rec:registroLote109;rec:assinaturaLote109;rec:codigoValidacaoLote109;rec:historicoLote109;rec:documentacaoAcademicaLote109;2027-01-04;vocab:Revogado;1.05;urn:fake:diploma:111
diplomaLote110;diplomaLote110;rec:diplomaLote110;DiplomaDigital;Diploma 112;rec:iesEmissoraLote10;rec:iesRegistradoraLote06;rec:diplomadoLote110;Brasileira;rec:localNaturalidadeBr1200401;Rio Branco;1200401;AC;;rec:cursoLote110;rec:registroLote110;rec:assinaturaLote110;rec:codigoValidacaoLote110;rec:historicoLote110;rec:documentacaoAcademicaLote110;2027-01-07;vocab:Anulado;1.05;urn:fake:diploma:112
diplomaLote111;diplomaLote111;rec:diplomaLote111;DiplomaDigital;Diploma 113;rec:iesEmissoraLote01;rec:iesRegistradoraLote07;rec:diplomadoLote111;Brasileira;rec:localNaturalidadeBr5300108;Brasília;5300108;DF;;rec:cursoLote111;rec:registroLote111;rec:assinaturaLote111;rec:codigoValidacaoLote111;rec:historicoLote111;rec:documentacaoAcademicaLote111;2027-01-10;vocab:Ativo;1.05;urn:fake:diploma:113
diplomaLote112;diplomaLote112;rec:diplomaLote112;DiplomaDigital;Diploma 114;rec:iesEmissoraLote02;rec:iesRegistradoraLote08;rec:diplomadoLote112;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote112;rec:registroLote112;rec:assinaturaLote112;rec:codigoValidacaoLote112;rec:historicoLote112;rec:documentacaoAcademicaLote112;2027-01-13;vocab:Ativo;1.05;urn:fake:diploma:114
diplomaLote113;diplomaLote113;rec:diplomaLote113;DiplomaDigital;Diploma 115;rec:iesEmissoraLote03;rec:iesRegistradoraLote01;rec:diplomadoLote113;Portuguesa;rec:localNaturalidadeEstrangeiraLisboa;;;;Lisboa;rec:cursoLote113;rec:registroLote113;rec:assinaturaLote113;rec:codigoValidacaoLote113;rec:historicoLote113;rec:documentacaoAcademicaLote113;2027-01-16;vocab:Ativo;1.05;urn:fake:diploma:115
diplomaLote114;diplomaLote114;rec:diplomaLote114;DiplomaDigital;Diploma 116;rec:iesEmissoraLote04;rec:iesRegistradoraLote02;rec:diplomadoLote114;Brasileira;rec:localNaturalidadeBr2111300;São Luís;2111300;MA;;rec:cursoLote114;rec:registroLote114;rec:assinaturaLote114;rec:codigoValidacaoLote114;rec:historicoLote114;rec:documentacaoAcademicaLote114;2027-01-19;vocab:Revogado;1.05;urn:fake:diploma:116
diplomaLote115;diplomaLote115;rec:diplomaLote115;DiplomaDigital;Diploma 117;rec:iesEmissoraLote05;rec:iesRegistradoraLote03;rec:diplomadoLote115;Brasileira;rec:localNaturalidadeBr4106902;Curitiba;4106902;PR;;rec:cursoLote115;rec:registroLote115;rec:assinaturaLote115;rec:codigoValidacaoLote115;rec:historicoLote115;rec:documentacaoAcademicaLote115;2027-01-22;vocab:Anulado;1.05;urn:fake:diploma:117
diplomaLote116;diplomaLote116;rec:diplomaLote116;DiplomaDigital;Diploma 118;rec:iesEmissoraLote06;rec:iesRegistradoraLote04;rec:diplomadoLote116;Brasileira;rec:localNaturalidadeBr5208707;Goiânia;5208707;GO;;rec:cursoLote116;rec:registroLote116;rec:assinaturaLote116;rec:codigoValidacaoLote116;rec:historicoLote116;rec:documentacaoAcademicaLote116;2027-01-25;vocab:Ativo;1.05;urn:fake:diploma:118
diplomaLote117;diplomaLote117;rec:diplomaLote117;DiplomaDigital;Diploma 119;rec:iesEmissoraLote07;rec:iesRegistradoraLote05;rec:diplomadoLote117;Brasileira;rec:localNaturalidadeBr3550308;São Paulo;3550308;SP;;rec:cursoLote117;rec:registroLote117;rec:assinaturaLote117;rec:codigoValidacaoLote117;rec:historicoLote117;rec:documentacaoAcademicaLote117;2027-01-28;vocab:Ativo;1.05;urn:fake:diploma:119
diplomaLote118;diplomaLote118;rec:diplomaLote118;DiplomaDigital;Diploma 120;rec:iesEmissoraLote08;rec:iesRegistradoraLote06;rec:diplomadoLote118;Brasileira;rec:localNaturalidadeBr5208707;Goiânia;5208707;GO;;rec:cursoLote118;rec:registroLote118;rec:assinaturaLote118;rec:codigoValidacaoLote118;rec:historicoLote118;rec:documentacaoAcademicaLote118;2027-01-31;vocab:Ativo;1.05;urn:fake:diploma:120
diplomaLote119;diplomaLote119;rec:diplomaLote119;DiplomaDigital;Diploma 121;rec:iesEmissoraLote09;rec:iesRegistradoraLote07;rec:diplomadoLote119;Brasileira;rec:localNaturalidadeBr3106200;Belo Horizonte;3106200;MG;;rec:cursoLote119;rec:registroLote119;rec:assinaturaLote119;rec:codigoValidacaoLote119;rec:historicoLote119;rec:documentacaoAcademicaLote119;2027-02-03;vocab:Revogado;1.05;urn:fake:diploma:121
