row_type,subject,subject_kind,triple_count,rdf_types,labels,subject_iri,subject_curie,ont:fullName,rdf:type,rdfs:label,label,ont:issuanceSignerRole,ont:issuanceSignerCpf,ont:registrationSignerRole,ont:registrationSignerCpf,ont:hasSignatureRole,ont:signatureDateTime,ont:institutionallySignedBy,ont:certifiedBy,ont:hasSignatureFormat,ont:hasTimestamp,ont:timestampDateTime,ont:validationCodeValue,ont:awardsTitle,ont:hasAddress,ont:conclusionDate,ont:identifier,ont:courseName,ont:awardsDegree,ont:hasQualification,ont:codeEmec,ont:workloadHours,ont:emphasis,ont:hasModeOfDelivery,ont:hasEmecProcessingInfo,ont:otherAwardedTitle,ont:hasRegistration,ont:environment,ont:issuedBy,ont:version,ont:issueDate,ont:isAccessibleVia,ont:hasSignature,ont:hasStatus,ont:hasValidationCode,ont:hasIssuanceSigner,ont:hasAcademicDocumentation,ont:hasTranscript,ont:registeredBy,ont:hasHolder,ont:hasProgram,ont:nationality,ont:hasBirthPlace,ont:cpf,ont:hasIssuanceResponsibilitySigner,ont:federativeUnit,ont:countryName,ont:streetAddress,ont:postalCode,ont:municipality,ont:qualificationName,ont:qualificationDate,ont:cnpj,ont:institutionMecCode,ont:birthFederativeUnitCode,ont:birthMunicipalityName,ont:ibgeMunicipalityCode,ont:foreignBirthMunicipalityName,ont:registrySequence,ont:registrationDate,ont:hasRegistrationResponsible,ont:registrationNumber,ont:registrationAdditionalInformation,ont:academicDocumentationRequestId,ont:registryPage,ont:registryBook,ont:diplomaExpeditionDate,ont:degreeConferralDate,ont:diplomaProcessNumber,ont:hasRegistrationSigner,ont:responsibleName,ont:responsibleCpf,ont:responsibleInternalId,ont:issuanceResponsibilitySignerCpf,ont:issuanceResponsibilitySignerDesignationAct,ont:issuanceResponsibilitySignerName,ont:issuanceResponsibilitySignerRole,ont:emecRegistrationDate,ont:emecProcessType,ont:emecProcessNumber,ont:emecProtocolDate,dcterms:description,dcterms:created,dcterms:title,owl:imports,rdfs:comment,dcterms:source
entity,rec:assinanteRegistroLote054A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0905,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote054A,rec:assinanteRegistroLote054A,Assinante Fictício-0149,ont:AssinanteRegistro,Assinante Registro 056 A,Assinante Registro 056 A,,,Reitoria de Registro 9,CPF-FICTICIO-0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote055A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0906,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote055A,rec:assinanteRegistroLote055A,Assinante Fictício-0151,ont:AssinanteRegistro,Assinante Registro 057 A,Assinante Registro 057 A,,,Reitoria de Registro 1,CPF-FICTICIO-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote055B,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0907,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote055B,rec:assinanteRegistroLote055B,Assinante Fictício-0152,ont:AssinanteRegistro,Assinante Registro 057 B,Assinante Registro 057 B,,,Secretaria Academica Integrada,CPF-FICTICIO-0251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote056A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0908,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote056A,rec:assinanteRegistroLote056A,Assinante Fictício-0154,ont:AssinanteRegistro,Assinante Registro 058 A,Assinante Registro 058 A,,,Reitoria de Registro 2,CPF-FICTICIO-0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote057A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0909,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote057A,rec:assinanteRegistroLote057A,Assinante Fictício-0156,ont:AssinanteRegistro,Assinante Registro 059 A,Assinante Registro 059 A,,,Reitoria de Registro 3,CPF-FICTICIO-0259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote058A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0910,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote058A,rec:assinanteRegistroLote058A,Assinante Fictício-0158,ont:AssinanteRegistro,Assinante Registro 060 A,Assinante Registro 060 A,,,Reitoria de Registro 4,CPF-FICTICIO-0263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote059A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0911,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote059A,rec:assinanteRegistroLote059A,Assinante Fictício-0160,ont:AssinanteRegistro,Assinante Registro 061 A,Assinante Registro 061 A,,,Reitoria de Registro 5,CPF-FICTICIO-0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote060A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0912,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote060A,rec:assinanteRegistroLote060A,Assinante Fictício-0162,ont:AssinanteRegistro,Assinante Registro 062 A,Assinante Registro 062 A,,,Reitoria de Registro 6,CPF-FICTICIO-0271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote060B,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0913,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote060B,rec:assinanteRegistroLote060B,Assinante Fictício-0163,ont:AssinanteRegistro,Assinante Registro 062 B,Assinante Registro 062 B,,,Secretaria Academica Integrada,CPF-FICTICIO-0272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote061A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0914,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote061A,rec:assinanteRegistroLote061A,Assinante Fictício-0165,ont:AssinanteRegistro,Assinante Registro 063 A,Assinante Registro 063 A,,,Reitoria de Registro 7,CPF-FICTICIO-0276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote062A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0915,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote062A,rec:assinanteRegistroLote062A,Assinante Fictício-0167,ont:AssinanteRegistro,Assinante Registro 064 A,Assinante Registro 064 A,,,Reitoria de Registro 8,CPF-FICTICIO-0280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote063A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0916,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote063A,rec:assinanteRegistroLote063A,Assinante Fictício-0169,ont:AssinanteRegistro,Assinante Registro 065 A,Assinante Registro 065 A,,,Reitoria de Registro 9,CPF-FICTICIO-0284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote064A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0917,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote064A,rec:assinanteRegistroLote064A,Assinante Fictício-0171,ont:AssinanteRegistro,Assinante Registro 066 A,Assinante Registro 066 A,,,Reitoria de Registro 1,CPF-FICTICIO-0288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote065A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0918,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote065A,rec:assinanteRegistroLote065A,Assinante Fictício-0173,ont:AssinanteRegistro,Assinante Registro 067 A,Assinante Registro 067 A,,,Reitoria de Registro 2,CPF-FICTICIO-0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote065B,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0919,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote065B,rec:assinanteRegistroLote065B,Assinante Fictício-0174,ont:AssinanteRegistro,Assinante Registro 067 B,Assinante Registro 067 B,,,Secretaria Academica Integrada,CPF-FICTICIO-0293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote066A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0920,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote066A,rec:assinanteRegistroLote066A,Assinante Fictício-0176,ont:AssinanteRegistro,Assinante Registro 068 A,Assinante Registro 068 A,,,Reitoria de Registro 3,CPF-FICTICIO-0297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote067A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0921,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote067A,rec:assinanteRegistroLote067A,Assinante Fictício-0178,ont:AssinanteRegistro,Assinante Registro 069 A,Assinante Registro 069 A,,,Reitoria de Registro 4,CPF-FICTICIO-0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote068A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0922,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote068A,rec:assinanteRegistroLote068A,Assinante Fictício-0180,ont:AssinanteRegistro,Assinante Registro 070 A,Assinante Registro 070 A,,,Reitoria de Registro 5,CPF-FICTICIO-0305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote069A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0923,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote069A,rec:assinanteRegistroLote069A,Assinante Fictício-0182,ont:AssinanteRegistro,Assinante Registro 071 A,Assinante Registro 071 A,,,Reitoria de Registro 6,CPF-FICTICIO-0309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote070A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0924,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote070A,rec:assinanteRegistroLote070A,Assinante Fictício-0184,ont:AssinanteRegistro,Assinante Registro 072 A,Assinante Registro 072 A,,,Reitoria de Registro 7,CPF-FICTICIO-0313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote070B,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0925,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote070B,rec:assinanteRegistroLote070B,Assinante Fictício-0185,ont:AssinanteRegistro,Assinante Registro 072 B,Assinante Registro 072 B,,,Secretaria Academica Integrada,CPF-FICTICIO-0314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote071A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0926,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote071A,rec:assinanteRegistroLote071A,Assinante Fictício-0187,ont:AssinanteRegistro,Assinante Registro 073 A,Assinante Registro 073 A,,,Reitoria de Registro 8,CPF-FICTICIO-0318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote072A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0927,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote072A,rec:assinanteRegistroLote072A,Assinante Fictício-0189,ont:AssinanteRegistro,Assinante Registro 074 A,Assinante Registro 074 A,,,Reitoria de Registro 9,CPF-FICTICIO-0322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote073A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0928,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote073A,rec:assinanteRegistroLote073A,Assinante Fictício-0191,ont:AssinanteRegistro,Assinante Registro 075 A,Assinante Registro 075 A,,,Reitoria de Registro 1,CPF-FICTICIO-0326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote074A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0929,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote074A,rec:assinanteRegistroLote074A,Assinante Fictício-0193,ont:AssinanteRegistro,Assinante Registro 076 A,Assinante Registro 076 A,,,Reitoria de Registro 2,CPF-FICTICIO-0330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote075A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0930,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote075A,rec:assinanteRegistroLote075A,Assinante Fictício-0195,ont:AssinanteRegistro,Assinante Registro 077 A,Assinante Registro 077 A,,,Reitoria de Registro 3,CPF-FICTICIO-0334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote075B,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0931,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote075B,rec:assinanteRegistroLote075B,Assinante Fictício-0196,ont:AssinanteRegistro,Assinante Registro 077 B,Assinante Registro 077 B,,,Secretaria Academica Integrada,CPF-FICTICIO-0335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote076A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0932,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote076A,rec:assinanteRegistroLote076A,Assinante Fictício-0198,ont:AssinanteRegistro,Assinante Registro 078 A,Assinante Registro 078 A,,,Reitoria de Registro 4,CPF-FICTICIO-0339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote077A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0933,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote077A,rec:assinanteRegistroLote077A,Assinante Fictício-0200,ont:AssinanteRegistro,Assinante Registro 079 A,Assinante Registro 079 A,,,Reitoria de Registro 5,CPF-FICTICIO-0343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote078A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0934,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote078A,rec:assinanteRegistroLote078A,Assinante Fictício-0202,ont:AssinanteRegistro,Assinante Registro 080 A,Assinante Registro 080 A,,,Reitoria de Registro 6,CPF-FICTICIO-0347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote079A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0935,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote079A,rec:assinanteRegistroLote079A,Assinante Fictício-0204,ont:AssinanteRegistro,Assinante Registro 081 A,Assinante Registro 081 A,,,Reitoria de Registro 7,CPF-FICTICIO-0351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote080A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0936,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote080A,rec:assinanteRegistroLote080A,Assinante Fictício-0206,ont:AssinanteRegistro,Assinante Registro 082 A,Assinante Registro 082 A,,,Reitoria de Registro 8,CPF-FICTICIO-0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote080B,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0937,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote080B,rec:assinanteRegistroLote080B,Assinante Fictício-0207,ont:AssinanteRegistro,Assinante Registro 082 B,Assinante Registro 082 B,,,Secretaria Academica Integrada,CPF-FICTICIO-0356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote081A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0938,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote081A,rec:assinanteRegistroLote081A,Assinante Fictício-0209,ont:AssinanteRegistro,Assinante Registro 083 A,Assinante Registro 083 A,,,Reitoria de Registro 9,CPF-FICTICIO-0360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote082A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0939,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote082A,rec:assinanteRegistroLote082A,Assinante Fictício-0211,ont:AssinanteRegistro,Assinante Registro 084 A,Assinante Registro 084 A,,,Reitoria de Registro 1,CPF-FICTICIO-0364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote083A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0940,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote083A,rec:assinanteRegistroLote083A,Assinante Fictício-0213,ont:AssinanteRegistro,Assinante Registro 085 A,Assinante Registro 085 A,,,Reitoria de Registro 2,CPF-FICTICIO-0368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote084A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0941,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote084A,rec:assinanteRegistroLote084A,Assinante Fictício-0215,ont:AssinanteRegistro,Assinante Registro 086 A,Assinante Registro 086 A,,,Reitoria de Registro 3,CPF-FICTICIO-0372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote085A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0942,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote085A,rec:assinanteRegistroLote085A,Assinante Fictício-0217,ont:AssinanteRegistro,Assinante Registro 087 A,Assinante Registro 087 A,,,Reitoria de Registro 4,CPF-FICTICIO-0376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote085B,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0943,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote085B,rec:assinanteRegistroLote085B,Assinante Fictício-0218,ont:AssinanteRegistro,Assinante Registro 087 B,Assinante Registro 087 B,,,Secretaria Academica Integrada,CPF-FICTICIO-0377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote086A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0944,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote086A,rec:assinanteRegistroLote086A,Assinante Fictício-0220,ont:AssinanteRegistro,Assinante Registro 088 A,Assinante Registro 088 A,,,Reitoria de Registro 5,CPF-FICTICIO-0381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote087A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0945,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote087A,rec:assinanteRegistroLote087A,Assinante Fictício-0222,ont:AssinanteRegistro,Assinante Registro 089 A,Assinante Registro 089 A,,,Reitoria de Registro 6,CPF-FICTICIO-0385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote088A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0946,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote088A,rec:assinanteRegistroLote088A,Assinante Fictício-0224,ont:AssinanteRegistro,Assinante Registro 090 A,Assinante Registro 090 A,,,Reitoria de Registro 7,CPF-FICTICIO-0389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote089A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0947,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote089A,rec:assinanteRegistroLote089A,Assinante Fictício-0226,ont:AssinanteRegistro,Assinante Registro 091 A,Assinante Registro 091 A,,,Reitoria de Registro 8,CPF-FICTICIO-0393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote090A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0948,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote090A,rec:assinanteRegistroLote090A,Assinante Fictício-0228,ont:AssinanteRegistro,Assinante Registro 092 A,Assinante Registro 092 A,,,Reitoria de Registro 9,CPF-FICTICIO-0397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote090B,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0949,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote090B,rec:assinanteRegistroLote090B,Assinante Fictício-0229,ont:AssinanteRegistro,Assinante Registro 092 B,Assinante Registro 092 B,,,Secretaria Academica Integrada,CPF-FICTICIO-0398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote091A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0950,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote091A,rec:assinanteRegistroLote091A,Assinante Fictício-0231,ont:AssinanteRegistro,Assinante Registro 093 A,Assinante Registro 093 A,,,Reitoria de Registro 1,CPF-FICTICIO-0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote092A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0951,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote092A,rec:assinanteRegistroLote092A,Assinante Fictício-0233,ont:AssinanteRegistro,Assinante Registro 094 A,Assinante Registro 094 A,,,Reitoria de Registro 2,CPF-FICTICIO-0406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity,rec:assinanteRegistroLote093A,iri,5,ont:AssinanteRegistro,Pessoa Fictícia-0952,https://w3id.org/ufes/ontodiplomadigital/instancias-ficticias#assinanteRegistroLote093A,rec:assinanteRegistroLote093A,Assinante Fictício-0235,ont:AssinanteRegistro,Assinante Registro 095 A,Assinante Registro 095 A,,,Reitoria de Registro 3,CPF-FICTICIO-0410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
